period,fiscal_year,fiscal_quarter,entity,bu,account_code,account_name,account_category,amount_usd_mn,source
2025-07,FY2025,Q3,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.256,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.293,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.976,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.204,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.863,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,137.969,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,57.793,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-106.541,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.629,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.737,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,6300,R&D,Opex,-7.618,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,6400,Travel,Opex,-1.982,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.558,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.127,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.524,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.912,HFM
2025-07,FY2025,Q3,GRP-AUTO,Automotive,9100,Income Tax,Tax,-12.584,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,66.919,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.69,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-54.439,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.873,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.991,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.845,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.994,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.409,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.544,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.757,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-3.021,HFM
2025-07,FY2025,Q3,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-6.07,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,103.195,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,41.371,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-79.498,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-11.337,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.226,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,6300,R&D,Opex,-5.622,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,6400,Travel,Opex,-1.437,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.292,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.246,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,7100,Depreciation,D&A,-7.407,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.317,HFM
2025-08,FY2025,Q3,GRP-ELEC,Electronics,9100,Income Tax,Tax,-9.261,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,139.086,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,58.188,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-105.792,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-16.376,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.845,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,6300,R&D,Opex,-7.904,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,6400,Travel,Opex,-2.037,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.926,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.095,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.625,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-6.204,HFM
2025-08,FY2025,Q3,GRP-AUTO,Automotive,9100,Income Tax,Tax,-12.902,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,71.927,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,30.709,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-52.759,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-8.108,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.901,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.976,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.96,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.34,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.602,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.872,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-3.0,HFM
2025-08,FY2025,Q3,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-6.118,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,100.967,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,44.128,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-77.16,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-11.739,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.166,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,6300,R&D,Opex,-5.816,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,6400,Travel,Opex,-1.463,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.34,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.25,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,7100,Depreciation,D&A,-7.097,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.433,HFM
2025-09,FY2025,Q3,GRP-ELEC,Electronics,9100,Income Tax,Tax,-9.112,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,136.486,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,61.414,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-106.841,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-16.033,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.955,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,6300,R&D,Opex,-8.316,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,6400,Travel,Opex,-2.048,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.994,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.111,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,7100,Depreciation,D&A,-10.408,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-6.139,HFM
2025-09,FY2025,Q3,GRP-AUTO,Automotive,9100,Income Tax,Tax,-12.366,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,70.098,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,31.488,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-53.826,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.969,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,6200,Marketing,Opex,-3.122,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,6300,R&D,Opex,-4.054,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.986,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.427,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.612,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-5.228,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.917,HFM
2025-09,FY2025,Q3,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-6.191,HFM
